id;age;income;seniority;nbpoints;nbproducts;nbpurchases;usecredit;changeconsum;subscription;subscription2;response
454;36;1139.17;20;2;7;20;92.53;1;2972.75;0;N
455;30;340.69;12;1;3;15;0;1;0;0;N
456;36;2053.68;14;1;7;25;0;0.86;0;13.16;N
457;34;540.32;11;2;5;23;55.8;1.25;1346.48;10.81;N
458;41;1497;8;2;10;34;91.47;1;2235.17;0;N
459;28;1326.45;8;1;6;31;0;1;0;15.89;N
460;66;960.95;14;0;4;13;0;1;0;22.99;N
461;73;1909.68;13;2;12;28;335.39;1.18;12584.86;59.1;N
462;43;1172.03;13;1;6;32;0;1;0;0;N
463;61;194.31;16;2;9;7;60.98;1;660.98;12.94;O
464;69;489.3;21;1;12;19;0;0.92;0;62.89;N
465;33;1398.16;14;1;7;17;0;1;0;0;N
466;25;797.11;9;1;9;42;0;1.25;0;12.12;O
467;53;480.02;20;1;5;13;0;1;0;6.53;N
468;30;244.78;14;2;10;21;60.98;0.9;1248.31;54.45;N
469;24;948.42;8;1;6;26;0;1.2;0;69.03;N
470;26;727.32;5;1;9;38;10.02;1;164.49;19.24;N
471;33;1427.65;12;1;10;15;0;1.38;0;18.94;O
472;36;1665.22;10;1;4;29;0;1;0;0;N
473;22;1314.26;6;1;9;50;0;0.89;0;22.7;N
474;50;979.77;23;3;9;35;51.58;1;929.53;46.3;O
475;74;2172.08;15;1;13;14;0;1;0;30.04;N
476;44;868.09;13;1;5;14;0;1;0;0;N
477;35;864.5;12;2;12;14;91.47;1.09;2663.06;35.97;O
478;48;1464.77;12;1;12;33;0;1.18;0;95.58;N
479;30;1384.4;11;2;5;23;60.98;;615.45;0;N
480;31;1100.94;10;2;9;56;42.78;0.89;594.55;51.78;N
481;33;1549.76;10;1;3;37;0;1;0;0;N
482;32;488.71;9;2;8;25;73.66;1.29;1182.1;10.82;N
483;39;2325.08;21;2;6;50;63.52;0.71;1494.69;0;N
484;40;1096.37;22;1;4;20;0;1;0;0;N
485;32;1956.64;15;1;11;59;14;1.44;26.98;0;O
486;46;896.55;10;2;7;13;0;1;0;15.89;O
487;42;1041.79;21;1;9;10;0;1;0;39.65;O
488;25;1182.99;9;2;7;36;45.73;0.86;607.87;0;N
489;32;1313.96;16;1;10;68;26.98;1;810.54;44.08;N
490;34;159.93;18;0;4;2;0;0.75;0;0;N
491;35;1601.69;15;1;6;26;0;1;0;0;N
492;28;121.38;8;1;3;9;0;1;0;0;N
493;26;1229.81;7;2;8;25;91.47;1.29;2642.19;76;O
494;37;2273.67;12;2;7;71;260.13;1;1247.09;0;N
495;50;1315.51;21;1;6;25;0;1;0;12.92;O
496;39;1424.58;20;1;12;32;0;1.56;0;62.44;N
497;39;815.29;14;2;7;23;91.47;0.86;1134.12;10.99;O
498;24;1082.32;8;2;13;31;251.1;1.36;810.66;71.3;O
499;69;634.34;11;2;9;34;126.42;0.89;119.52;24;N
500;41;934.58;12;2;9;24;150.92;1;3356.71;47.56;N
501;59;1773.93;23;2;16;35;174.18;1.21;306.77;28.15;O
502;34;1035.41;13;2;11;41;70.91;2;309.81;23.99;N
503;43;43.42;16;0;2;3;0;1;0;0;N
504;47;1326.29;19;2;9;39;71.47;1.13;332.89;0;N
505;32;715.73;16;1;3;53;0;1;0;0;N
506;31;1203.45;12;3;11;22;60.98;1.44;900.27;64.99;O
507;41;665.47;10;1;5;24;;;0;0;N
508;54;1076.12;10;2;9;22;19.88;2;282.17;4.12;O
509;46;1361.71;8;2;11;41;433.93;1;1099.4;111.01;O
510;35;1552.8;9;2;10;50;3.56;1.33;74.69;20.13;N
511;47;911.48;21;1;14;12;0;1.25;0;0;N
512;73;924.36;15;1;13;26;0;1.27;0;75.79;N
513;48;515.52;16;1;6;17;0;1;0;68.08;O
514;39;1006.62;13;1;3;25;0;1;0;0;N
515;41;1992.05;21;1;12;39;0;1.3;0;0;N
516;41;2020.49;19;2;10;34;103.82;1;335.47;0;N
517;61;877.65;21;2;11;49;81.3;1.2;2145.82;8.05;O
518;25;710.25;9;2;10;33;0;1.38;0;9.59;O
519;41;1419.81;15;2;10;45;12.45;1.5;199.55;6.82;O
520;37;1610.14;21;2;13;59;91.47;1.4;2661.02;39.19;N
521;34;1375;13;2;7;34;0;1;0;33.02;N
522;36;1602.35;20;3;13;33;91.47;1.27;3002.95;120.16;O
523;41;459.32;21;0;14;10;0;1.33;0;43.68;N
524;49;714.54;12;1;7;12;;;0;40.44;N
525;52;2411.67;5;4;20;97;251.88;1.07;1072.45;94.23;O
526;33;967.16;17;2;15;24;0;1.23;0;39.19;O
527;37;1409.56;6;2;8;42;45.73;0.88;607.19;0;N
528;57;376.41;21;2;12;30;61.39;1;1341.07;39.3;O
529;36;641.33;18;1;7;19;0;0.63;0;0;N
530;63;976.76;15;1;16;18;0;1.21;0;52.04;N
531;41;1786.95;21;2;14;48;60.98;1.25;437.2;50.18;O
532;42;1535.6;21;1;8;9;0;1.29;0;0;N
533;36;909.63;12;2;13;40;0;1;0;98.37;N
534;43;1257.64;20;1;4;26;0;1;0;0;N
535;34;759.73;15;1;6;19;0;1.4;0;13.9;N
536;48;325.09;27;2;7;19;0;1;0;32.77;N
537;25;1307.39;7;1;8;37;0;1;0;12.7;N
538;35;1136.65;19;2;10;34;66.9;0.9;1762.25;27.58;O
539;28;520.03;12;1;4;25;0;1;0;0;N
540;29;0;12;1;6;16;0;0.83;0;30.87;N
541;36;1241.62;18;2;8;43;60.98;1;1290.32;12.28;N
542;33;1850.15;17;1;5;21;0;0.8;0;0;N
543;20;678.92;4;1;5;4;;2;0;3.29;N
544;52;567.65;31;2;9;28;0;0.89;0;15.84;O
545;38;1206.39;21;2;15;25;259.01;1.07;929.62;91.3;O
546;42;1426.55;7;2;7;47;76.7;1;1999.1;0;N
547;26;1186.99;10;1;6;13;0;1;0;19.05;O
548;88;943.8;21;1;7;37;0;1;0;64.89;N
549;32;4258.23;16;1;7;43;0;1;0;0;N
550;30;1357.05;13;2;12;23;91.47;1.3;2428.21;19.9;O
551;25;620.54;7;1;10;16;0.76;1.11;0;66.61;N
552;57;2280.43;21;2;18;28;137.42;1.19;4090.42;86.72;N
553;49;416.35;17;2;11;8;43.48;1;700.41;13.56;O
554;73;1018.77;19;1;7;27;0;1;0;62.7;N
555;48;2480.02;21;2;9;33;374.12;1;1193.81;0;O
556;29;533.67;11;1;3;18;0;1;0;0;N
557;41;2832.2;18;1;15;36;0;1;0;64.03;N
558;57;989.96;12;3;9;42;91.47;1.11;2964.11;31.61;N
559;37;1051.72;11;2;10;21;91.47;0.82;668.41;13.41;O
560;28;385.87;10;1;8;36;0;1.29;0;28.44;N
561;33;1136.03;9;1;7;16;44.4;0.86;122.35;3.21;O
562;48;847.3;14;1;8;23;0;2;0;51.92;N
563;33;577.73;11;1;8;46;0;1.14;0;13.54;N
564;41;2373.89;21;1;10;37;0;0.9;0;49.93;N
565;42;161.37;13;1;20;8;0;1.1;0;51.11;N
566;34;818.06;10;1;6;34;0;1;0;0;N
567;33;123.58;15;1;5;3;0;1;0;14.48;O
568;29;1519.82;6;2;17;31;128.31;1.13;1947.65;23.86;O
569;32;1572.2;6;2;7;42;8.28;1.6;23.48;0;N
570;47;1899.03;7;2;18;30;138.3;0.94;900.56;114.56;N
571;63;1600.49;9;1;13;33;0;1.17;0;10.72;O
572;55;63.15;19;2;10;5;94.41;1.38;2592.3;5.28;O
573;27;1215.16;5;1;10;27;0;1.38;0;104.83;N
574;43;1953.06;16;1;6;22;0;0.86;0;0;N
575;44;1730.47;7;2;8;27;201.43;1.29;996.37;0;N
576;39;1721.52;9;2;12;43;1.36;1.56;0;77.48;N
577;34;3580.83;15;1;11;37;0;1.1;0;0;N
578;63;2232.86;21;1;15;34;0;1;0;61.81;N
579;43;3063.25;22;1;6;32;0;1;0;0;N
580;36;1405.75;10;1;9;26;517.62;1.43;4816.11;0;N
581;36;753.27;8;2;7;25;54.63;1;534.33;28.76;N
582;47;1772.33;9;1;5;36;0;1.5;0;0;N
583;32;1363.93;9;1;7;23;0;1;0;0;N
584;47;1291.79;8;2;8;28;61.97;1;1292.17;24.09;N
585;39;1128.14;8;1;12;56;0;1.4;0;138.46;O
586;45;1860.2;8;2;13;41;1.02;1.36;0;13.41;O
587;40;238.84;14;1;7;9;0;1;0;0;N
588;36;83.94;10;0;6;7;91.47;1;1505.41;0;O
589;43;744.94;18;2;8;13;63.84;0.88;1350.41;107.33;N
590;43;5239.32;20;1;9;52;0;1;0;0;N
591;40;3031.1;20;2;12;74;0;1;0;39.89;O
592;46;1254.39;11;2;14;41;70.12;;674.1;72.64;O
593;38;56.75;21;0;4;1;0;1;0;39.85;N
594;46;2454.71;21;1;9;11;0;1;0;0;N
595;48;5242.84;13;3;20;57;0;1;0;7.94;O
596;48;2191.59;13;1;9;22;0;0.89;0;0;N
597;42;1074.43;16;2;10;52;40.58;1.11;223.68;0;N
598;36;928.38;10;1;4;17;0;1;0;0;N
599;43;1275.14;18;1;7;55;0;1.6;0;0;N
600;39;1823.29;16;1;11;41;0;1;0;0;N
601;30;1049.44;14;2;10;36;37.43;1.5;113.67;21.6;N
602;51;4004.54;20;1;9;53;0;1;0;0;N
603;43;1652.97;21;0;6;46;0;1;0;0;O
604;29;2134.48;12;2;7;24;213.43;1;5553.77;38.67;N
605;45;104.83;12;0;4;6;0;1;0;16.13;N
606;30;741.63;12;2;10;23;45.73;1.1;592.1;22;N
607;48;2255.66;11;1;11;47;91.47;1.2;1217.85;33.9;N
608;33;1127.53;11;2;8;33;51;2;597.68;35.65;N
609;49;968.56;11;1;12;22;0;1;0;44.52;O
610;39;228.77;11;0;6;10;0;1;0;0;N
611;47;1465.42;10;1;8;24;0;1.29;0;0;N
612;26;459.62;7;1;8;18;0;1;0;6.83;O
613;55;1539.07;10;0;6;29;0;1;0;59.76;N
614;57;1050.42;10;2;8;28;76.22;1;2232.6;49.19;O
615;34;1003.5;10;1;8;41;0;1;0;67.24;N
616;31;1134.08;10;1;5;22;0;1.25;0;28.61;N
617;37;720.23;9;2;13;5;0;1;0;38.55;N
618;41;4296.6;8;1;9;26;0;1.11;0;35.17;N
619;23;1226.19;7;2;11;40;60.98;1.2;677.2;9.46;N
620;40;132.34;7;1;7;7;0;1;0;0;N
621;38;225.41;7;0;3;3;0;1;0;0;N
622;72;983.43;21;1;13;15;0;1;0;62.3;N
623;40;842.48;16;2;8;32;76.58;1;2137.04;6.2;N
624;38;1396.19;7;2;9;66;105.44;1.25;1772.86;0;N
625;42;981.48;7;2;10;45;77.77;1.38;90.47;28.25;O
626;47;2053.67;19;2;8;45;28.18;1.67;209.04;6.78;N
627;45;2372.83;6;2;10;55;0;1.38;0;0;N
628;28;0;12;1;7;4;0;1;0;7.51;O
629;40;1863.33;21;1;11;45;1.02;1.33;0;35.22;N
630;41;2533.78;9;1;8;30;0;1;0;0;N
631;36;834.24;18;0;10;22;0;1;0;28.62;N
632;34;324.39;18;1;4;10;0;1;0;7.26;N
633;22;633.09;6;1;9;34;0;1.13;0;53.47;N
634;37;1552.86;18;1;6;36;0;1;0;0;N
635;43;824.75;11;1;3;16;0;1;0;0;N
636;58;1608.75;12;3;14;38;60.98;1;961.3;36.2;N
637;40;1483.42;11;1;13;26;12.2;;0;61.07;N
638;31;497.86;11;1;7;23;0;1.6;0;43.19;N
639;32;956.05;11;2;8;35;122.64;1.67;808.2;0;N
640;33;829.64;10;1;8;25;0;0.88;0;34.07;N
641;32;51.33;9;0;3;5;0;1;0;51.83;N
642;56;0;9;0;5;1;;1;0;35.43;N
643;37;145.49;9;1;3;1;0;1;0;9.36;N
644;39;2803.91;9;1;8;30;0;1;0;65.51;N
645;36;1825.71;6;1;8;49;0;1.29;0;0;N
646;62;796.64;14;2;11;30;125.77;0.91;3323.4;51.28;O
647;48;1788.71;21;1;7;27;0;1.8;0;0;N
648;37;1012.63;16;1;11;29;1.02;1.44;0;0;N
649;39;1821.5;17;2;8;48;61.15;2;544.98;1.95;N
650;39;1102.17;16;2;9;33;61.03;1.25;142.71;4.51;O
651;26;719.31;10;2;12;53;328.26;1.18;473.07;0;N
652;76;283.46;12;1;9;2;0;0.8;0;77.5;N
653;29;0;11;0;3;1;0;2;0;11.19;N
654;55;1361.64;21;2;9;25;88.93;1;1507.74;11.15;O
655;49;716.52;21;2;8;24;91.47;1;2883.46;31.45;N
656;57;373.43;21;0;13;11;0;1.5;0;7.93;O
657;46;1405.16;17;2;10;39;45.73;1.71;715.18;10.66;O
658;23;827;7;1;9;28;0;1;0;106.73;N
659;52;4984.28;10;3;18;46;1225.1;0.89;2830.11;77.61;O
660;31;1594.11;9;2;17;83;725.58;1.13;2020.36;29.75;N
661;56;612.94;9;2;9;23;0;1.43;0;8.32;O
662;25;304.62;8;2;8;21;0;1;0;20.93;N
663;31;554.43;8;2;6;34;0;2;0;3.19;N
664;23;720.6;7;1;6;31;0;1;0;59.47;O
665;26;361.63;7;1;7;17;0;0.86;0;12.42;N
666;23;998.82;7;1;11;39;0;1.33;0;18.47;N
667;61;1168.9;21;1;10;30;0;1;0;52.3;N
668;39;302.14;17;1;5;20;0;1;0;5.53;O
669;31;759.03;14;2;9;40;23.63;1.57;397.25;37.91;N
670;48;1162.61;12;2;15;33;76.22;1.31;2170.72;39.99;N
671;29;560.23;12;2;9;30;60.98;1.57;1453.95;8.74;O
672;33;21.81;8;0;3;3;0;0.67;0;27.93;N
673;35;0;10;2;7;7;56.88;1;1253.22;8.27;N
674;25;121.71;9;1;10;36;0;1.11;0;11.31;N
675;30;832.56;14;2;15;35;46.95;1.31;576.63;24.64;O
676;31;3420.95;15;2;12;52;260.56;1.3;890.38;5.67;N
677;42;973.38;21;2;8;38;0;1.14;0;45.74;N
678;39;1322.73;20;1;5;34;0;1;0;0;N
679;46;353.9;15;3;14;14;32.41;1.25;174.37;28.68;O
680;30;1825.03;10;1;8;44;0;1.67;0;4.41;N
681;58;1452.25;21;2;15;38;180.1;1.21;1181.84;39.67;O
682;58;975.96;21;1;10;18;0;1;0;24.13;N
683;32;1117.55;13;1;6;34;0;0.71;0;19.51;N
684;32;224.53;12;1;15;33;46.8;1.07;507.88;113.61;O
685;46;904.74;11;2;12;30;118.47;1.18;366.03;4.81;O
686;36;1201.18;11;2;15;25;0;1.14;0;99.07;O
687;42;3397.89;11;1;5;15;0;1;0;76.76;N
688;36;9245.49;9;2;20;89;137.2;1.28;2247.17;43.25;O
689;27;2746.17;8;2;13;37;1.02;1.6;0;6.3;O
690;51;953.42;16;1;6;34;0;1.4;0;3.22;O
691;46;840.26;26;2;10;21;66.44;1;509.06;0;N
692;40;1867.94;19;1;8;42;0;2;0;0;N
693;57;680.32;12;2;19;23;76.22;1.18;1039.97;55.27;N
694;46;663.53;11;1;6;18;0;1;0;38.87;N
695;34;1166.54;11;1;5;18;0;1.25;0;7.24;N
696;23;658.96;7;2;11;21;48.12;1.3;751.83;18.75;N
697;67;1688.52;19;2;18;29;94.14;1.25;2868.54;45.49;N
698;27;1229.28;11;1;5;65;0;1;0;50.18;N
699;75;783.43;12;1;6;13;0;1;0;64.79;N
700;30;709.15;14;0;9;37;0;0.8;0;12.72;N
701;71;719.9;21;1;10;24;0;1.38;0;68.57;N
702;43;916.61;7;1;9;33;0;1.25;0;57.21;O
703;34;924.65;8;1;14;15;0;0.87;0;38.05;N
704;42;3911.53;13;1;8;29;0;1;0;0;N
705;46;1102.98;10;2;10;35;35.57;1.38;56.61;0;N
706;56;402.21;21;0;4;7;0;1;0;3.19;O
707;56;1473.34;21;2;13;32;1.02;1.6;0;68.74;O
708;40;901.69;13;1;8;15;0;1;0;87.04;N
709;48;940.07;13;2;9;56;214.8;1;198.24;66.24;N
710;48;972.22;12;2;12;29;91.47;1.18;3027.97;34.1;N
711;43;2106.52;7;1;10;56;0;1.38;0;0;N
712;37;4615.1;10;1;5;22;0;1;0;0;N
713;52;1448.03;14;1;7;25;0;1.33;0;10.6;O
714;42;2455.29;5;1;5;35;0;1;0;0;N
715;75;551.82;21;1;6;7;0;1;0;60.37;N
716;37;2377.18;18;1;7;11;0;0.86;0;22.7;O
717;39;1489.05;21;1;9;23;0;1.57;0;61.35;O
718;42;1005.99;21;1;10;37;0;1.22;0;17.57;O
719;39;90.69;16;1;3;5;0;1;0;0;N
720;41;14.82;8;1;11;7;0;1;0;0;N
721;50;1287.67;18;1;4;42;0;1;0;10.69;O
722;55;1289.3;18;1;6;54;0;1;0;45.75;O
723;57;322.4;21;2;20;46;86.39;1.16;812.22;51.12;O
724;48;708.5;21;1;6;14;0;1.2;0;31.58;N
725;55;1195.19;21;2;11;30;141.74;1.3;3762.82;3.58;O
726;40;2659.84;10;2;18;87;0;1.06;0;0;O
727;31;1113.33;8;2;11;47;76.22;1.2;2256;5.4;O
728;31;738.16;7;1;8;30;1.22;1.29;0;73.97;N
729;41;1477.6;21;2;11;48;91.47;1.2;3012.68;25.88;N
730;37;547.57;15;2;13;19;61.69;1.17;733.54;89.46;O
731;60;568.35;25;1;6;10;0;1;0;5.32;O
732;67;1891.8;11;1;14;33;0;1.15;0;48.66;N
733;60;1123.08;18;2;10;30;60.98;1.5;1183.5;6.34;O
734;43;911.18;19;2;8;58;0;2.25;0;0;N
735;37;2282.47;21;3;9;59;137.2;1.13;2785.93;0;N
736;45;1922.51;21;2;14;55;154.89;1.25;2378.89;68.42;O
737;49;1100.9;14;2;10;34;60.98;1.38;1405.67;11.26;O
738;39;1926.14;21;1;6;50;0;0.83;0;0;N
739;36;2058.41;20;1;9;36;0;1.25;0;0;N
740;55;936.48;9;2;16;25;46.06;1.29;660.8;49.53;N
741;41;1883.8;12;2;12;42;137.2;1.67;4392.27;43.51;N
742;35;405.83;10;1;6;18;0;0.83;0;23.04;N
743;26;805.71;10;1;4;25;0;1;0;0;N
744;24;678.58;8;1;14;29;0;1.23;0;106.92;O
745;73;797.26;21;1;16;13;0;1.21;0;58.96;N
746;45;1168.65;13;1;9;33;61.39;1;1212.09;51.91;O
747;73;658.08;21;1;9;25;0;1.43;0;67.77;N
748;35;1239.15;11;2;10;37;60.98;1.5;955.84;0;N
749;51;955.82;21;2;10;36;91.47;1.38;2515.6;8.59;O
750;36;1692.25;15;1;10;31;86.39;1;1156.97;54.39;O
751;52;1178.74;21;1;8;31;0;0.88;0;36.92;O
752;49;50.51;21;2;10;2;0;1;0;49.55;N
753;47;533.27;11;2;9;52;12.96;2;142.25;0;N
754;31;720.97;6;1;6;24;0;1;0;27.98;N
755;21;110.63;5;1;10;17;0;1.22;0;23.79;N
756;30;643.07;12;1;3;26;0;1;0;53.81;N
757;31;0;12;1;6;1;0;1;0;0;N
758;75;619.16;9;1;5;12;0;1;0;148.43;N
759;41;119.99;7;1;4;5;100.64;1;1281.94;0;N
760;43;2120.76;16;1;17;49;0;0.89;0;27.09;N
761;46;1215.52;13;1;8;38;;;0;0;N
762;39;1555.73;20;1;6;26;0;1;0;0;N
763;48;3012.96;19;2;13;49;0;1;0;15.89;N
764;52;164.96;21;2;10;10;155.97;0.9;871.7;47.86;N
765;40;1923.06;15;1;8;25;0;1;0;39.43;N
766;48;391.82;21;0;13;11;0;1;0;32.1;N
767;46;57.39;18;0;7;2;0;1;0;64.17;O
768;54;2551.77;21;1;10;17;0;1.5;0;39.81;O
769;44;1500.13;16;1;7;43;0;1;0;0;N
770;40;1367.68;6;1;9;34;0;0.89;0;7.05;O
771;40;611.65;11;1;8;11;0;1.29;0;11.03;N
772;63;2470.17;21;2;11;52;63.1;1.44;784.4;38.11;O
773;50;2651.46;17;1;6;20;0;1;0;55.12;N
774;33;776.98;7;1;10;40;77.24;0.9;1377.19;57.82;N
775;30;676.44;14;1;9;32;69.59;1;52.73;62.99;N
776;51;787.43;21;2;11;9;22.87;1.2;273.8;58.27;N
777;37;816.45;19;1;8;34;0;1.67;0;10.12;N
778;39;1635.8;19;2;11;46;45.73;1;376.54;8.3;O
779;26;857.93;10;1;16;28;0;1;0;56.69;N
780;39;876.92;18;2;9;29;0;1.57;0;42.36;N
781;46;2478.29;21;2;7;48;31.54;2.5;1.37;0;N
782;37;793.74;14;1;5;14;2;1.25;0;9.26;N
783;48;325.66;14;1;6;11;76.22;1;393.85;11.98;O
784;42;2321.24;19;2;8;37;0;2;0;59.78;N
785;37;594.2;16;1;10;10;0;1.11;0;13.06;O
786;43;422.59;12;1;8;14;0;1;0;8.49;N
787;28;708.5;7;2;10;35;60.98;0.82;1363.55;32.31;N
788;49;1080.16;18;3;12;40;106.71;1.18;3070.57;63.78;O
789;35;2112.32;12;1;6;18;0;1;0;0;N
790;41;313.8;11;0;6;1;;0.83;0;21.55;O
791;42;899.64;8;1;4;44;0;1;0;0;N
792;29;141.78;13;0;2;3;0;1;0;0;N
793;30;1922.1;12;1;8;46;2.03;1.5;0;15.69;N
794;43;705.09;11;2;13;39;137.2;1.17;4193.55;27.05;O
795;43;1033.05;20;1;14;9;0;1;0;59.08;N
796;24;684.13;8;1;8;22;0;2;0;21.29;N
797;34;1442.04;18;2;12;28;213.43;1.18;4850.85;28.42;N
798;28;880.34;12;2;7;45;91.47;0.88;3016.73;9.21;N
799;32;998.46;16;1;6;29;0;1;0;21.84;N
800;67;579.36;14;1;10;20;56.31;1;1298.8;65.87;N
801;50;952.14;17;2;11;39;4.63;1;0;67.89;O
802;23;795.49;7;2;10;23;0;1.71;0;4.7;O
803;36;1417.37;10;1;6;28;0;0.83;0;0;N
804;45;3379.52;7;1;4;44;0;1;0;0;N
805;61;880;21;1;12;18;0;1;0;56.2;N
806;28;1048;12;1;10;51;348.81;0.9;503.46;31.51;N
807;76;676.07;21;1;5;18;0;1;0;66;N
808;54;370.68;16;1;10;11;0;1.71;0;42.43;N
809;35;554.94;7;0;2;24;0;1;0;0;N
810;44;2644.06;10;1;12;47;0;1.4;0;127.37;O
811;39;232.61;21;1;10;5;0;1;0;0;N
812;45;2126.28;21;1;9;38;0;1.43;0;0;N
813;36;1846.61;20;1;4;34;0;1;0;0;O
814;40;1275.19;12;2;8;27;0;1.67;0;5.86;N
815;41;1592.84;18;1;12;25;0;1.09;0;63.55;N
816;61;768.74;21;1;8;23;0;0.88;0;47.16;N
817;41;1010.6;21;1;3;41;0;1;0;0;N
818;62;908.96;8;1;7;23;63.52;1;1110.27;53.81;N
819;40;762.96;10;1;5;14;0;1.25;0;94.95;N
820;55;2167.75;15;2;20;52;7.61;0.95;4.48;119.85;O
821;47;1107.14;21;1;15;14;0;1.31;0;47.49;O
822;39;708.52;16;1;6;13;0;1;0;54.22;N
823;37;2304.63;21;1;7;24;0;1;0;82.95;N
824;38;1412.69;15;1;2;18;0;1;0;0;N
825;58;768.22;22;1;15;63;0;1.64;0;21.32;O
826;39;1425.19;12;2;12;17;278.39;1.3;1891.88;123.84;N
827;35;380.16;11;1;9;20;0;1.25;0;32.38;O
828;33;751.25;16;2;7;19;0;1;0;63.54;N
829;22;908.63;6;1;7;31;0;1;0;70.5;N
830;66;600.91;11;1;6;13;0;0.83;0;59.85;N
831;56;1305.24;11;2;14;26;0;1.25;0;88.49;N
832;42;2669.81;10;1;10;43;0;0.9;0;9.54;N
833;41;1529.71;9;1;6;31;0;1;0;0;N
834;44;2444.15;8;1;12;19;0;1.09;0;18.72;N
835;36;638.65;14;2;10;18;76.22;1;2256.42;70.47;N
836;53;1731.81;20;2;12;53;76.22;1;2038.7;24.54;N
837;39;995.61;15;1;5;29;0;1;0;38.42;N
838;47;794.68;11;2;10;12;274.41;1.22;7958.79;54.55;N
839;40;62.2;8;0;1;2;0;1;0;0;N
840;50;1824.91;7;1;7;48;0;1.33;0;0;N
841;47;210.31;11;2;10;9;137.2;1;1550.43;37.5;N
842;35;2299.07;15;2;12;45;0;1.4;0;25.03;N
843;44;1505.82;18;1;2;46;0;1;0;0;N
844;69;577.7;11;0;5;4;0;1;0;69.17;N
845;27;1380.55;8;1;6;22;0;1;0;32.55;N
846;38;96.48;14;0;2;4;0;1;0;0;N
847;23;1228.52;7;1;8;34;0;1.14;0;100.3;N
848;32;119.76;13;1;10;40;0;1.11;0;152.53;O
849;38;473.68;17;2;12;18;2.03;1.56;0;39.81;N
850;54;570.4;19;3;10;11;66.06;1.11;1501.06;8.03;O
851;29;690.83;11;2;10;22;0;1;0;25.5;N
852;43;926.08;10;2;7;42;8.28;2.25;253.49;0;N
853;26;1784.35;10;2;10;43;60.98;1.38;1242.55;26.98;O
854;76;605.49;20;0;4;20;0;1;0;58.41;N
855;35;705.26;12;2;15;18;0;1.31;0;78.11;O
856;54;5605.19;13;2;11;37;0;1.75;0;40.73;N
857;44;1315.72;17;2;11;40;61.22;1.33;1015.43;44.61;N
858;39;347.95;9;0;7;4;0;0.86;0;30.51;N
859;29;1422.56;13;2;8;48;102.19;1.29;291.46;5.42;N
860;39;1024.5;9;1;3;28;0;1;0;0;N
861;37;1528.48;8;1;3;41;0;1.5;0;0;N
862;39;988.12;11;1;12;39;0;1.09;0;51.23;N
863;31;1152.78;7;1;6;19;0;0.83;0;0;N
864;36;0;7;0;6;2;;1.2;0;0;N
865;52;35.29;11;0;2;1;0;1;0;0;N
866;54;1342.45;11;2;10;45;45.73;0.9;670.48;88.43;N
867;40;769.77;9;2;9;16;0;1.43;0;33.5;N
868;39;970.96;8;1;7;36;0;1.17;0;18.29;N
869;32;1222.94;11;1;4;43;0;0.6;0;0;N
870;25;1281.19;9;1;10;17;2.03;2.17;0;24.85;N
871;34;708.74;17;2;13;22;55.9;1.27;781.32;76.47;O
872;40;1939.25;15;1;5;36;0;1;0;0;N
873;51;54.9;17;0;4;1;0;1;0;97.47;N
874;27;1038.83;7;1;6;57;0;1.2;0;55.49;N
875;26;1239.16;7;2;7;47;0;1.8;0;0;N
876;39;792.27;7;2;11;34;0;1.44;0;25.52;N
877;24;653.4;7;2;13;37;58.44;1.27;1046.02;110.66;N
878;42;171.68;7;0;5;11;0;1;0;0;O
879;49;1085.09;6;2;9;26;12.96;1.83;178.42;0;N
880;26;1562.86;6;2;7;32;91.47;0.86;2695.21;0;N
881;45;0;6;1;4;1;0;1;0;0;N
882;24;640.96;6;1;6;29;0;1;0;48.33;O
883;41;1952.75;6;2;4;18;30.27;1.33;501.67;0;N
884;21;655.87;5;1;7;37;0;1;0;2.44;O
885;23;58.84;6;0;3;4;0;1;0;52.47;N
886;44;1806.88;6;1;5;32;0;1.5;0;0;N
887;36;3617.1;20;1;9;25;0;0.89;0;0;N
888;24;807.69;6;2;10;41;55.07;1.22;729.3;13.47;N
889;36;1002.28;6;2;8;39;134.84;0.88;246.99;29.5;N
890;29;13.11;6;0;3;4;0;1;0;17.99;N
891;48;5225.95;6;3;14;52;60.98;1.08;706.9;0;N
892;44;367.75;6;2;9;9;0;1;0;290.96;O
893;24;5363.82;6;1;13;27;0;1.25;0;187.18;N
894;45;2150.25;6;1;7;18;0;1;0;0;N
895;24;1166.44;6;1;9;35;0;0.89;0;84.71;O
896;31;2300.45;6;1;8;55;0;1;0;0;N
897;35;233.69;6;1;6;29;0;0.86;0;44.17;N
898;78;1826.25;6;1;9;41;0;1.11;0;105.44;N
899;31;968.68;6;1;5;20;0;1.5;0;31.15;O
900;24;692.14;6;3;10;29;45.73;1.33;757.56;31.92;O
901;43;117.46;6;1;2;1;0;1;0;0;N
902;29;530.69;6;1;8;28;0;0.89;0;70.86;O
903;30;172.61;6;1;6;9;0;1;0;35.42;N
904;27;1064.08;6;3;11;47;133.48;1.33;561.58;17.28;O
905;42;907;6;1;11;24;0;1.63;0;34.02;O
906;44;658.51;6;1;7;32;0;0.86;0;49.74;N
907;24;968.63;6;1;11;50;133.7;0.91;508.16;23.58;O
908;23;722.93;6;1;8;23;0;1.14;0;73.48;O
909;24;410.39;6;2;11;23;126.32;1.1;1214.2;52.74;N
