income;logincome;sqrtincome
852.77;6.75;29.2
2561;7.85;50.61
2141.32;7.67;46.27
2317.16;7.75;48.14
752.26;6.62;27.43
1046.54;6.95;32.35
2362.17;7.77;48.6
715.38;6.57;26.75
889.69;6.79;29.83
3370.8;8.12;58.06
1049.84;6.96;32.4
1513.42;7.32;38.9
1176.9;7.07;34.31
784.47;6.67;28.01
985.47;6.89;31.39
222.57;5.41;14.92
890.15;6.79;29.84
2242.38;7.72;47.35
386.42;5.96;19.66
1454;7.28;38.13
2540.09;7.84;50.4
1831.85;7.51;42.8
2647.71;7.88;51.46
1536.33;7.34;39.2
3768.22;8.23;61.39
3529.81;8.17;59.41
3449.57;8.15;58.73
2399.84;7.78;48.99
2014.46;7.61;44.88
2772.01;7.93;52.65
1155.24;7.05;33.99
2049.66;7.63;45.27
1522.67;7.33;39.02
3150.9;8.06;56.13
2559.42;7.85;50.59
2479.98;7.82;49.8
1528.94;7.33;39.1
3702.69;8.22;60.85
1600.43;7.38;40.01
2903.82;7.97;53.89
1496.44;7.31;38.68
1857.37;7.53;43.1
1185.84;7.08;34.44
1652.42;7.41;40.65
1589.59;7.37;39.87
2880.91;7.97;53.67
875.51;6.78;29.59
40.89;3.74;6.39
2318.82;7.75;48.15
1398.75;7.24;37.4
1496.87;7.31;38.69
1233.5;7.12;35.12
1144.86;7.04;33.84
1237.28;7.12;35.17
2363.63;7.77;48.62
4190.91;8.34;64.74
1598.54;7.38;39.98
2753.56;7.92;52.47
1906.86;7.55;43.67
3929.13;8.28;62.68
3764.55;8.23;61.36
2772.74;7.93;52.66
1224.89;7.11;35
4851.45;8.49;69.65
2419.07;7.79;49.18
2202.39;7.7;46.93
2339;7.76;48.36
2723.93;7.91;52.19
1488.25;7.31;38.58
1138.73;7.04;33.75
2655.96;7.88;51.54
2437.74;7.8;49.37
2752.11;7.92;52.46
2248.15;7.72;47.41
1202.27;7.09;34.67
1905.77;7.55;43.66
10428.14;9.25;102.12
1200.74;7.09;34.65
5941.76;8.69;77.08
1447.36;7.28;38.04
1914.1;7.56;43.75
503.26;6.22;22.43
2019.52;7.61;44.94
3312.52;8.11;57.55
9214.13;9.13;95.99
2298.12;7.74;47.94
1634.29;7.4;40.43
3376.56;8.12;58.11
4068.88;8.31;63.79
1844.81;7.52;42.95
1381.69;7.23;37.17
3385.4;8.13;58.18
2613.92;7.87;51.13
6844.84;8.83;82.73
2247.65;7.72;47.41
2595.56;7.86;50.95
1570.8;7.36;39.63
2654.88;7.88;51.53
1320.44;7.19;36.34
3270.35;8.09;57.19
3959.61;8.28;62.93
2614.94;7.87;51.14
7382.85;8.91;85.92
3443.3;8.14;58.68
1664.48;7.42;40.8
3079.66;8.03;55.49
1305.74;7.18;36.14
118.52;4.78;10.89
3580.6;8.18;59.84
5466.38;8.61;73.93
3135.54;8.05;56
2906.26;7.97;53.91
1718.9;7.45;41.46
808.7;6.7;28.44
7515.14;8.92;86.69
1646.26;7.41;40.57
1675.95;7.42;40.94
2726.18;7.91;52.21
1191.79;7.08;34.52
3852.4;8.26;62.07
1562.26;7.35;39.53
1511.75;7.32;38.88
2607.19;7.87;51.06
3418.82;8.14;58.47
733.91;6.6;27.09
1923.47;7.56;43.86
3203.72;8.07;56.6
1812.29;7.5;42.57
2678.15;7.89;51.75
777.24;6.66;27.88
1464.99;7.29;38.28
1042.17;6.95;32.28
1993.74;7.6;44.65
1113.65;7.02;33.37
580.8;6.37;24.1
3424.91;8.14;58.52
1195.32;7.09;34.57
558.03;6.33;23.62
713.35;6.57;26.71
2469.56;7.81;49.69
1749.95;7.47;41.83
1441;7.27;37.96
1465.47;7.29;38.28
1006.09;6.91;31.72
3253.64;8.09;57.04
5948.27;8.69;77.13
2297.05;7.74;47.93
2687.84;7.9;51.84
1616.41;7.39;40.2
1365.12;7.22;36.95
1550.34;7.35;39.37
1300.05;7.17;36.06
1886.31;7.54;43.43
3320.53;8.11;57.62
2533.91;7.84;50.34
2955.52;7.99;54.36
2885.32;7.97;53.72
1637.08;7.4;40.46
2740.51;7.92;52.35
1397.13;7.24;37.38
3352.6;8.12;57.9
2186.14;7.69;46.76
1774.53;7.48;42.13
1696.41;7.44;41.19
1713.24;7.45;41.39
2937.93;7.99;54.2
1323.98;7.19;36.39
411.69;6.02;20.29
1370.23;7.22;37.02
1130.13;7.03;33.62
888.24;6.79;29.8
596.38;6.39;24.42
1366.91;7.22;36.97
1864.66;7.53;43.18
1796.93;7.49;42.39
1352.95;7.21;36.78
1411.59;7.25;37.57
977.54;6.89;31.27
2823.18;7.95;53.13
1386.29;7.24;37.23
2459.07;7.81;49.59
1519.64;7.33;38.98
912.78;6.82;30.21
1575.81;7.36;39.7
3454.24;8.15;58.77
2225.24;7.71;47.17
1602.19;7.38;40.03
611.95;6.42;24.74
1504.93;7.32;38.79
1706.99;7.44;41.32
2141.63;7.67;46.28
2844.91;7.95;53.34
900;6.8;30
817.8;6.71;28.6
929.8;6.84;30.49
1819.42;7.51;42.65
1859.08;7.53;43.12
2100.13;7.65;45.83
950.92;6.86;30.84
3348.24;8.12;57.86
1875.82;7.54;43.31
1542;7.34;39.27
2690.22;7.9;51.87
1574.44;7.36;39.68
1381.93;7.23;37.17
2679.96;7.89;51.77
2055.81;7.63;45.34
1585.44;7.37;39.82
867.62;6.77;29.46
3555.12;8.18;59.62
1705.11;7.44;41.29
3243.46;8.08;56.95
1941.51;7.57;44.06
902.85;6.81;30.05
6560.2;8.79;81
920.98;6.83;30.35
1419.76;7.26;37.68
3045.01;8.02;55.18
2308.28;7.74;48.04
1810.62;7.5;42.55
764.86;6.64;27.66
2920.23;7.98;54.04
1961.81;7.58;44.29
2289.9;7.74;47.85
3143.02;8.05;56.06
285.83;5.66;16.91
2569.26;7.85;50.69
1438.31;7.27;37.93
1980.11;7.59;44.5
1061.57;6.97;32.58
2061.15;7.63;45.4
974.96;6.88;31.22
1338.79;7.2;36.59
1432.73;7.27;37.85
1731.07;7.46;41.61
2912.87;7.98;53.97
2728.54;7.91;52.24
2547.64;7.84;50.47
2986.26;8;54.65
1195.36;7.09;34.57
825.03;6.72;28.72
1898.32;7.55;43.57
2389.38;7.78;48.88
1986.55;7.59;44.57
1472.86;7.3;38.38
1766.59;7.48;42.03
1334.87;7.2;36.54
1803.87;7.5;42.47
1389.56;7.24;37.28
1647.39;7.41;40.59
3166.07;8.06;56.27
3068.64;8.03;55.4
3172.23;8.06;56.32
3726.41;8.22;61.04
7097.48;8.87;84.25
974.05;6.88;31.21
626.2;6.44;25.02
1462.17;7.29;38.24
1726.75;7.45;41.55
1951.13;7.58;44.17
2200.94;7.7;46.91
3557.62;8.18;59.65
2629.85;7.88;51.28
2171.74;7.68;46.6
7956.05;8.98;89.2
517.19;6.25;22.74
1460.9;7.29;38.22
2512.72;7.83;50.13
2455.29;7.81;49.55
849.62;6.75;29.15
818.9;6.71;28.62
2638.49;7.88;51.37
2246.14;7.72;47.39
1530.39;7.33;39.12
3082.8;8.03;55.52
3586.35;8.19;59.89
907.37;6.81;30.12
2902.3;7.97;53.87
1722.47;7.45;41.5
2677.9;7.89;51.75
1401.67;7.25;37.44
3586.48;8.19;59.89
2491.61;7.82;49.92
2494.29;7.82;49.94
3110.18;8.04;55.77
2213.19;7.7;47.04
1656.06;7.41;40.69
2273.79;7.73;47.68
2609.34;7.87;51.08
2723.54;7.91;52.19
3410.96;8.14;58.4
2422.1;7.79;49.21
6885.21;8.84;82.98
1924.59;7.56;43.87
829.37;6.72;28.8
1203.73;7.09;34.69
3247.43;8.09;56.99
1882.21;7.54;43.38
1980.29;7.59;44.5
2764.73;7.93;52.58
2835.07;7.95;53.25
1328.65;7.19;36.45
1576.21;7.36;39.7
531.22;6.28;23.05
2943.47;7.99;54.25
2933.21;7.98;54.16
4244.42;8.35;65.15
2280.78;7.73;47.76
4368.73;8.38;66.1
3914.46;8.27;62.57
5549.72;8.62;74.5
965.52;6.87;31.07
584.46;6.37;24.18
2737.14;7.92;52.32
3123.06;8.05;55.88
1491.61;7.31;38.62
2236.64;7.71;47.29
1406.94;7.25;37.51
1746.48;7.47;41.79
2332.65;7.76;48.3
1146.13;7.05;33.85
2660.46;7.89;51.58
4596.65;8.43;67.8
2238.27;7.71;47.31
839.16;6.73;28.97
932.89;6.84;30.54
2895.07;7.97;53.81
4250.29;8.35;65.19
35.62;3.6;5.97
3070.82;8.03;55.41
1786.66;7.49;42.27
2342.93;7.76;48.4
2774.43;7.93;52.67
1230.33;7.12;35.08
2707.46;7.9;52.03
3029.18;8.02;55.04
7669.45;8.95;87.58
822.83;6.71;28.68
2472.35;7.81;49.72
1365.85;7.22;36.96
1256.9;7.14;35.45
3977.59;8.29;63.07
944.26;6.85;30.73
3992.99;8.29;63.19
1958.51;7.58;44.26
889.65;6.79;29.83
2414.49;7.79;49.14
1870.55;7.53;43.25
6663.7;8.8;81.63
3339.69;8.11;57.79
1343.25;7.2;36.65
2227.97;7.71;47.2
1721.39;7.45;41.49
1989.03;7.6;44.6
2618.7;7.87;51.17
9327.58;9.14;96.58
2770.1;7.93;52.63
3650.22;8.2;60.42
3827.27;8.25;61.86
2390.39;7.78;48.89
6000.85;8.7;77.47
1640.55;7.4;40.5
2041.78;7.62;45.19
1183.14;7.08;34.4
3329.34;8.11;57.7
1920.27;7.56;43.82
1738.83;7.46;41.7
2182.17;7.69;46.71
3138.84;8.05;56.03
2078.21;7.64;45.59
1770.1;7.48;42.07
1559.55;7.35;39.49
785.3;6.67;28.02
1702.01;7.44;41.26
3513.69;8.16;59.28
1273.68;7.15;35.69
1423.42;7.26;37.73
1803.56;7.5;42.47
3288.56;8.1;57.35
1458.39;7.29;38.19
3696.63;8.22;60.8
1943.33;7.57;44.08
764.37;6.64;27.65
2923.61;7.98;54.07
3959.66;8.28;62.93
2000.61;7.6;44.73
133.25;4.9;11.54
2883.84;7.97;53.7
1740.86;7.46;41.72
2035.22;7.62;45.11
1738.73;7.46;41.7
3169.68;8.06;56.3
1723.97;7.45;41.52
2590.66;7.86;50.9
2067.56;7.63;45.47
3784.89;8.24;61.52
3463.62;8.15;58.85
1032.39;6.94;32.13
3090.16;8.04;55.59
5805.59;8.67;76.19
846.62;6.74;29.1
2060.46;7.63;45.39
3651.26;8.2;60.43
1359.2;7.22;36.87
4647.82;8.44;68.17
1742.3;7.46;41.74
3035.59;8.02;55.1
5087.14;8.53;71.32
1709.62;7.44;41.35
1411.17;7.25;37.57
2389.84;7.78;48.89
5973.64;8.7;77.29
1389.39;7.24;37.27
7524.18;8.93;86.74
3204.65;8.07;56.61
1342.71;7.2;36.64
1606.98;7.38;40.09
3038.17;8.02;55.12
2974.5;8;54.54
3502.82;8.16;59.18
2528.33;7.84;50.28
3492.57;8.16;59.1
557.32;6.32;23.61
2412.74;7.79;49.12
5442.36;8.6;73.77
1061.58;6.97;32.58
1658.9;7.41;40.73
868.11;6.77;29.46
1985.04;7.59;44.55
7170.59;8.88;84.68
2376.05;7.77;48.74
2495.48;7.82;49.95
587.47;6.38;24.24
173.85;5.16;13.19
1940.85;7.57;44.06
2524.63;7.83;50.25
1074.14;6.98;32.77
1392.86;7.24;37.32
1258.18;7.14;35.47
2192.17;7.69;46.82
1067.98;6.97;32.68
3542.75;8.17;59.52
2480.77;7.82;49.81
1174.07;7.07;34.26
9081.38;9.11;95.3
7578.25;8.93;87.05
1236.07;7.12;35.16
4879.16;8.49;69.85
3547.74;8.17;59.56
2500.39;7.82;50
3199.84;8.07;56.57
4124.26;8.32;64.22
3512.31;8.16;59.26
2993.48;8;54.71
3505.65;8.16;59.21
1437.72;7.27;37.92
1537.61;7.34;39.21
1611.39;7.39;40.14
2466.98;7.81;49.67
6137.2;8.72;78.34
9787.28;9.19;98.93
722.39;6.58;26.88
2733.03;7.91;52.28
1720.66;7.45;41.48
1699.59;7.44;41.23
2749.38;7.92;52.43
3376.77;8.12;58.11
2734.29;7.91;52.29
2386.58;7.78;48.85
588.51;6.38;24.26
5506.73;8.61;74.21
997.99;6.91;31.59
1624.25;7.39;40.3
5622.68;8.63;74.98
1219.75;7.11;34.92
6163.12;8.73;78.51
3907.73;8.27;62.51
7211.82;8.88;84.92
4027.04;8.3;63.46
6693.69;8.81;81.81
6133.61;8.72;78.32
5329.24;8.58;73
3678.86;8.21;60.65
2125.86;7.66;46.11
3028.06;8.02;55.03
7852.09;8.97;88.61
2827.95;7.95;53.18
1361.31;7.22;36.9
1541.14;7.34;39.26
3623.83;8.2;60.2
1670;7.42;40.87
1114.82;7.02;33.39
3283.22;8.1;57.3
1377.46;7.23;37.11
3173.65;8.06;56.34
1216.78;7.1;34.88
1858.15;7.53;43.11
3499.02;8.16;59.15
1619.92;7.39;40.25
4050.2;8.31;63.64
3365.09;8.12;58.01
5147.64;8.55;71.75
3741.95;8.23;61.17
2640.08;7.88;51.38
3225.78;8.08;56.8
1073.72;6.98;32.77
1791.67;7.49;42.33
2756.35;7.92;52.5
1507.08;7.32;38.82
1633.65;7.4;40.42
1878.76;7.54;43.34
877.07;6.78;29.62
1361.87;7.22;36.9
1925.5;7.56;43.88
658.35;6.49;25.66
2488.63;7.82;49.89
3095.09;8.04;55.63
1875.57;7.54;43.31
1867.59;7.53;43.22
2241.32;7.72;47.34
99.7;4.61;9.99
1719.79;7.45;41.47
1902.38;7.55;43.62
1779.51;7.48;42.18
2749.37;7.92;52.43
1663.14;7.42;40.78
1056.62;6.96;32.51
4798.11;8.48;69.27
2098.87;7.65;45.81
4257.71;8.36;65.25
6361.89;8.76;79.76
2194.51;7.69;46.85
7372.37;8.91;85.86
787.19;6.67;28.06
1224.73;7.11;35
2284.93;7.73;47.8
2301.71;7.74;47.98
4864.33;8.49;69.74
1848.92;7.52;43
4671.63;8.45;68.35
2063.22;7.63;45.42
1950.31;7.58;44.16
965.79;6.87;31.08
3415.43;8.14;58.44
1423.71;7.26;37.73
4042.98;8.3;63.58
1752.1;7.47;41.86
5982.8;8.7;77.35
3206.14;8.07;56.62
1429.64;7.27;37.81
2297.75;7.74;47.93
1846.58;7.52;42.97
780.14;6.66;27.93
1851.91;7.52;43.03
4249.66;8.35;65.19
1693.77;7.44;41.16
548.82;6.31;23.43
1609.86;7.38;40.12
7461.53;8.92;86.38
5047.94;8.53;71.05
1263.56;7.14;35.55
3024.76;8.01;55
1337.53;7.2;36.57
3261.59;8.09;57.11
1740.66;7.46;41.72
793.47;6.68;28.17
2491.32;7.82;49.91
2167.85;7.68;46.56
2270.47;7.73;47.65
1295.45;7.17;35.99
2105.07;7.65;45.88
2185.21;7.69;46.75
223.73;5.41;14.96
1852.93;7.53;43.05
5750.23;8.66;75.83
2150.64;7.67;46.37
3086.69;8.04;55.56
3632.18;8.2;60.27
1783.38;7.49;42.23
1514.44;7.32;38.92
1656.83;7.41;40.7
3356.03;8.12;57.93
1278.59;7.15;35.76
814.4;6.7;28.54
4573.28;8.43;67.63
1791.38;7.49;42.32
1985.95;7.59;44.56
638.68;6.46;25.27
1857.82;7.53;43.1
2191.06;7.69;46.81
2173.44;7.68;46.62
2170.88;7.68;46.59
2982.05;8;54.61
5582.64;8.63;74.72
3550.51;8.18;59.59
3523.26;8.17;59.36
1137.51;7.04;33.73
853.5;6.75;29.21
1480.12;7.3;38.47
7110.04;8.87;84.32
1084.08;6.99;32.93
1386.72;7.24;37.24
5221;8.56;72.26
1260.73;7.14;35.51
1918.15;7.56;43.8
5837.44;8.67;76.4
3579.65;8.18;59.83
1217.19;7.11;34.89
5322.66;8.58;72.96
1251.62;7.13;35.38
4669.34;8.45;68.33
3667.98;8.21;60.56
1131.74;7.03;33.64
1547.47;7.35;39.34
930.44;6.84;30.5
3609.76;8.19;60.08
1818.3;7.51;42.64
926.81;6.83;30.44
3401.65;8.13;58.32
2989.47;8;54.68
839.92;6.73;28.98
2163.41;7.68;46.51
1655.31;7.41;40.69
991.54;6.9;31.49
2631.15;7.88;51.29
4066.42;8.31;63.77
4616.95;8.44;67.95
844.83;6.74;29.07
3679.85;8.21;60.66
1738.79;7.46;41.7
1225.85;7.11;35.01
1714.99;7.45;41.41
2502.41;7.83;50.02
1424.62;7.26;37.74
2477.74;7.82;49.78
4556.73;8.42;67.5
2902.32;7.97;53.87
181.31;5.21;13.47
3228.46;8.08;56.82
1481.82;7.3;38.49
2560.03;7.85;50.6
3077.83;8.03;55.48
1330.3;7.19;36.47
1598.45;7.38;39.98
1697.66;7.44;41.2
1207.55;7.1;34.75
4383.85;8.39;66.21
3540.17;8.17;59.5
1696.1;7.44;41.18
2105.97;7.65;45.89
1183.25;7.08;34.4
1901.77;7.55;43.61
1327.71;7.19;36.44
1369.92;7.22;37.01
1870.89;7.53;43.25
1905.93;7.55;43.66
2980.39;8;54.59
890.93;6.79;29.85
2483.42;7.82;49.83
2820.2;7.94;53.11
1747.85;7.47;41.81
2083.47;7.64;45.65
1155.19;7.05;33.99
2201.1;7.7;46.92
1088.87;6.99;33
1530.26;7.33;39.12
1107.95;7.01;33.29
1843.47;7.52;42.94
2351.08;7.76;48.49
227.65;5.43;15.09
3494.24;8.16;59.11
4391.66;8.39;66.27
4739.58;8.46;68.84
1580.2;7.37;39.75
2507.01;7.83;50.07
2073.62;7.64;45.54
2519.05;7.83;50.19
1214.63;7.1;34.85
3228.25;8.08;56.82
3416.26;8.14;58.45
3132.92;8.05;55.97
665.09;6.5;25.79
2234.79;7.71;47.27
1373.02;7.23;37.05
1076.63;6.98;32.81
865.01;6.76;29.41
2051.47;7.63;45.29
1718.97;7.45;41.46
1783.56;7.49;42.23
3772.47;8.24;61.42
3335.96;8.11;57.76
2023.35;7.61;44.98
1309.13;7.18;36.18
2171.13;7.68;46.6
1813.65;7.5;42.59
2169.56;7.68;46.58
1809.39;7.5;42.54
1127.59;7.03;33.58
2093.58;7.65;45.76
3312.27;8.11;57.55
1254.81;7.14;35.42
2685.34;7.9;51.82
1207.33;7.1;34.75
1730.33;7.46;41.6
3569.54;8.18;59.75
2151.25;7.67;46.38
2378.54;7.77;48.77
2244.6;7.72;47.38
2778.76;7.93;52.71
885.69;6.79;29.76
2389.9;7.78;48.89
3611.63;8.19;60.1
1213.67;7.1;34.84
3013.6;8.01;54.9
1958.97;7.58;44.26
1275.18;7.15;35.71
1873.26;7.54;43.28
7871.63;8.97;88.72
1466.89;7.29;38.3
1443.72;7.28;38
2103.29;7.65;45.86
1912.31;7.56;43.73
2051.62;7.63;45.29
1994.38;7.6;44.66
10398.23;9.25;101.97
2003.23;7.6;44.76
1948.52;7.58;44.14
1520.82;7.33;39
2350.01;7.76;48.48
3271.73;8.09;57.2
3291.3;8.1;57.37
1464.67;7.29;38.27
4865.67;8.49;69.75
3742.64;8.23;61.18
3020.36;8.01;54.96
2537.86;7.84;50.38
2389.1;7.78;48.88
2840.67;7.95;53.3
3113.66;8.04;55.8
2789.48;7.93;52.82
760.03;6.63;27.57
1159.91;7.06;34.06
380.16;5.94;19.5
791.31;6.67;28.13
2120.62;7.66;46.05
3354.42;8.12;57.92
2078.13;7.64;45.59
2156.91;7.68;46.44
2252.54;7.72;47.46
1702.16;7.44;41.26
1516.9;7.33;38.95
2986.14;8;54.65
3065.22;8.03;55.36
1526.56;7.33;39.07
899.56;6.8;29.99
2852.3;7.96;53.41
3297.44;8.1;57.42
1330.77;7.19;36.48
3150.88;8.06;56.13
1242.88;7.13;35.25
1488.26;7.31;38.58
1062.67;6.97;32.6
403.76;6;20.09
1370.09;7.22;37.01
1571.57;7.36;39.64
2840.73;7.95;53.3
2189.94;7.69;46.8
962.34;6.87;31.02
3682.45;8.21;60.68
1576.01;7.36;39.7
1418.29;7.26;37.66
1863.19;7.53;43.16
2458.72;7.81;49.59
4214;8.35;64.92
2783;7.93;52.75
2282.05;7.73;47.77
985.88;6.89;31.4
2272.39;7.73;47.67
1346.02;7.21;36.69
1530.65;7.33;39.12
3859.84;8.26;62.13
2987.63;8;54.66
1978.16;7.59;44.48
903.47;6.81;30.06
1848.54;7.52;42.99
4193.14;8.34;64.75
230.32;5.44;15.18
3086.93;8.04;55.56
2009.16;7.61;44.82
2111.69;7.66;45.95
1097.08;7;33.12
1376.59;7.23;37.1
1410.33;7.25;37.55
1340.65;7.2;36.61
1848.17;7.52;42.99
1558.53;7.35;39.48
3067.82;8.03;55.39
1823.29;7.51;42.7
1134.46;7.03;33.68
3061.63;8.03;55.33
2375.59;7.77;48.74
2209.83;7.7;47.01
720.52;6.58;26.84
745.21;6.62;27.3
5457.46;8.6;73.87
1688.41;7.43;41.09
4168.8;8.34;64.57
2871.37;7.96;53.59
3052.89;8.02;55.25
781.22;6.66;27.95
1656.11;7.41;40.7
887.83;6.79;29.8
1778.2;7.48;42.17
3618.38;8.19;60.15
2915.48;7.98;54
1382.28;7.23;37.18
2306.06;7.74;48.02
1641.15;7.4;40.51
2467.06;7.81;49.67
3224.44;8.08;56.78
2844.6;7.95;53.33
1586.73;7.37;39.83
2771.66;7.93;52.65
2070.7;7.64;45.5
1411.84;7.25;37.57
4901.22;8.5;70.01
2614.55;7.87;51.13
2933.2;7.98;54.16
2861.15;7.96;53.49
4182.62;8.34;64.67
5382.04;8.59;73.36
3033.85;8.02;55.08
3184.98;8.07;56.44
840.22;6.73;28.99
3323.85;8.11;57.65
2367.43;7.77;48.66
2848.53;7.95;53.37
5661.2;8.64;75.24
2113.2;7.66;45.97
1682.63;7.43;41.02
2190.76;7.69;46.81
134.64;4.91;11.6
1735.77;7.46;41.66
2068.24;7.63;45.48
1559.54;7.35;39.49
4939.73;8.51;70.28
3021.86;8.01;54.97
993.35;6.9;31.52
1683.45;7.43;41.03
1927.34;7.56;43.9
1515.47;7.32;38.93
3203.94;8.07;56.6
2115.2;7.66;45.99
3037.68;8.02;55.12
1865.18;7.53;43.19
2077.9;7.64;45.58
1587.82;7.37;39.85
2768.97;7.93;52.62
2434.81;7.8;49.34
1857.57;7.53;43.1
7039.44;8.86;83.9
4744.05;8.46;68.88
3598.61;8.19;59.99
1618.94;7.39;40.24
7416.07;8.91;86.12
1336.6;7.2;36.56
2137.85;7.67;46.24
1706.15;7.44;41.31
1687.48;7.43;41.08
9268.75;9.13;96.27
2904.61;7.97;53.89
753.03;6.63;27.44
2176.84;7.69;46.66
2130.95;7.66;46.16
4257.69;8.36;65.25
3703.71;8.22;60.86
1969.51;7.59;44.38
2651.02;7.88;51.49
3890.45;8.27;62.37
594.24;6.39;24.38
837.77;6.73;28.94
2414.19;7.79;49.13
1780.96;7.49;42.2
3429.52;8.14;58.56
5249.9;8.57;72.46
3726.83;8.22;61.05
1622.3;7.39;40.28
2474.83;7.81;49.75
3754.05;8.23;61.27
1095.96;7;33.11
2171.09;7.68;46.59
1319.16;7.19;36.32
2680.06;7.89;51.77
2102.85;7.65;45.86
1175.42;7.07;34.28
1667.29;7.42;40.83
2399.31;7.78;48.98
1000.26;6.91;31.63
1982.13;7.59;44.52
1560.95;7.35;39.51
2616.42;7.87;51.15
5568.02;8.62;74.62
2353.02;7.76;48.51
2554.9;7.85;50.55
2902.48;7.97;53.87
2033.87;7.62;45.1
1340.21;7.2;36.61
2306.55;7.74;48.03
1367.75;7.22;36.98
2145.28;7.67;46.32
1815.9;7.5;42.61
969.47;6.88;31.14
1526.07;7.33;39.06
1009.71;6.92;31.78
782.3;6.66;27.97
3452.59;8.15;58.76
2465.25;7.81;49.65
2183.11;7.69;46.72
1774.3;7.48;42.12
2042.15;7.62;45.19
1314.52;7.18;36.26
3912.35;8.27;62.55
1541.27;7.34;39.26
1650.88;7.41;40.63
1407.83;7.25;37.52
1944.18;7.57;44.09
2500.26;7.82;50
858.85;6.76;29.31
2022.51;7.61;44.97
1608.1;7.38;40.1
848.94;6.75;29.14
2448.92;7.8;49.49
1240.37;7.12;35.22
3852.59;8.26;62.07
1293.58;7.17;35.97
4833.07;8.48;69.52
2201.63;7.7;46.92
839.69;6.73;28.98
2661.87;7.89;51.59
2094.84;7.65;45.77
1608.16;7.38;40.1
1540.46;7.34;39.25
1784.64;7.49;42.25
1676.04;7.42;40.94
1119.58;7.02;33.46
4202.75;8.34;64.83
2274.54;7.73;47.69
4598.18;8.43;67.81
3593.89;8.19;59.95
2151.4;7.67;46.38
2094.95;7.65;45.77
1271.94;7.15;35.66
1485.14;7.3;38.54
1965.88;7.58;44.34
417.55;6.04;20.43
616.21;6.43;24.82
770.26;6.65;27.75
1402.47;7.25;37.45
1426.88;7.26;37.77
47.62;3.88;6.9
1914.19;7.56;43.75
290.36;5.67;17.04
1618.45;7.39;40.23
2605.65;7.87;51.05
1899.69;7.55;43.59
3075.72;8.03;55.46
2131.84;7.67;46.17
1064.31;6.97;32.62
3627.82;8.2;60.23
2332.25;7.76;48.29
1154.63;7.05;33.98
5573.38;8.63;74.66
3461.78;8.15;58.84
1336.32;7.2;36.56
1855.01;7.53;43.07
2794.35;7.94;52.86
1650.17;7.41;40.62
931.41;6.84;30.52
1093.77;7;33.07
2030.63;7.62;45.06
1162.23;7.06;34.09
1434.3;7.27;37.87
2686.55;7.9;51.83
1375.53;7.23;37.09
445.03;6.1;21.1
2392.89;7.78;48.92
2318.71;7.75;48.15
1128.05;7.03;33.59
2186.99;7.69;46.77
2351.71;7.76;48.49
2228.73;7.71;47.21
1991.92;7.6;44.63
1115.14;7.02;33.39
1693.71;7.44;41.15
1641.73;7.4;40.52
1480.04;7.3;38.47
3290.76;8.1;57.37
2016.35;7.61;44.9
1843.9;7.52;42.94
1679.98;7.43;40.99
914.74;6.82;30.24
2614.12;7.87;51.13
1165.01;7.06;34.13
2528.76;7.84;50.29
310.51;5.74;17.62
1886.76;7.54;43.44
2493.15;7.82;49.93
1567.13;7.36;39.59
1741.38;7.46;41.73
6.05;1.95;2.46
1493.86;7.31;38.65
5424.69;8.6;73.65
2171.17;7.68;46.6
1571.02;7.36;39.64
1072.63;6.98;32.75
2978.58;8;54.58
2374.23;7.77;48.73
956.36;6.86;30.93
2832.89;7.95;53.22
1825.44;7.51;42.73
2075.24;7.64;45.55
1352.63;7.21;36.78
1498.76;7.31;38.71
1508.25;7.32;38.84
3188.27;8.07;56.46
2897.32;7.97;53.83
1735.41;7.46;41.66
0;0;0
2014.47;7.61;44.88
1762.83;7.48;41.99
779.36;6.66;27.92
2291.35;7.74;47.87
1801.7;7.5;42.45
475.82;6.17;21.81
1800.03;7.5;42.43
811.99;6.7;28.5
551.32;6.31;23.48
1645.4;7.41;40.56
4525.19;8.42;67.27
1333.62;7.2;36.52
1871.02;7.53;43.26
2078.27;7.64;45.59
1725.25;7.45;41.54
1155.04;7.05;33.99
1755.55;7.47;41.9
1755.37;7.47;41.9
3446.36;8.15;58.71
2303.9;7.74;48
1218.14;7.11;34.9
1550.24;7.35;39.37
947.4;6.85;30.78
1976.16;7.59;44.45
1574.55;7.36;39.68
3390.44;8.13;58.23
1825.34;7.51;42.72
2341.01;7.76;48.38
3158.63;8.06;56.2
1367.4;7.22;36.98
236.28;5.47;15.37
1083.38;6.99;32.91
915.3;6.82;30.25
1049.82;6.96;32.4
1946.75;7.57;44.12
1327.51;7.19;36.44
917.58;6.82;30.29
3906.63;8.27;62.5
1165.39;7.06;34.14
1389.41;7.24;37.27
2859.01;7.96;53.47
1833.79;7.51;42.82
4765.52;8.47;69.03
2919.65;7.98;54.03
2522.36;7.83;50.22
1911.68;7.56;43.72
5970.82;8.69;77.27
823.4;6.71;28.69
2040.2;7.62;45.17
2513.75;7.83;50.14
613.69;6.42;24.77
2695.93;7.9;51.92
1796.7;7.49;42.39
2439.78;7.8;49.39
2508.42;7.83;50.08
3429.59;8.14;58.56
1863.55;7.53;43.17
2104.67;7.65;45.88
3278.76;8.1;57.26
3171.91;8.06;56.32
1453.28;7.28;38.12
719.96;6.58;26.83
2201.89;7.7;46.92
2055.65;7.63;45.34
